Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Filename,Sentences
,,,,,Wizard-Lesson 18-18.wma," Conversation  Lesson 18  Was there a car in the parking lot?  Yes, there was.  There was a car in the parking lot.  Are there a lot of calories in this chocolate cake?  Yes, there are.  There are a lot of calories in this chocolate cake.  There are a lot of calories in this chocolate cake.  There are a lot of calories in this chocolate cake.  There are a lot of calories in this chocolate cake.  There are a lot of calories in this chocolate cake?  Yes, there are. There are a lot of calories  in this chocolate cake.  Are there snacks at the cafeteria?  No, there aren't.  There aren't any snacks  at the cafeteria. Are there socks in the drawer?  No, there aren't.  There aren't socks in the drawer.  Are there many Brazilians at that university?  Yes, there are.  There are many Brazilians at that university.  Were there a lot of cars in the parking lot?  Yes, there were.  There were a lot of cars in the parking lot.  Were there many people at the airport? No, there weren't.  There weren't many people at the airport.  Were there napkins on the table?  No, there were.  There were a lot of kids at the swimming pool.  Were there a lot of fish in the river?  Yes, there were.  Were there a lot of children at the swimming pool?  Yes, there were.  Were there a lot of children at the swimming pool?  Yes, there were.  There were a lot of fish in the river."
,,,,,Wizard-Lesson 19-19.wma," Conversation  Lesson 19  What did he save?  He saved all his money for his trip.  Did he save all his money for his trip?  Yes, he did.  What did you do?  I ran all the way to school.  I ran all the way to school.  I ran all the way to school.  I ran all the way to school.  I ran all the way to school.  I ran all the way to school. I ran all the way to school. Yes, he did. What did you do?  I ran all the way to school.  Did you run all the way to school?  Yes, I did.  What did she do with her car?  She left her car on the street.  Did she leave her car on the street?  Yes, she did.  How did he send the package?  He sent the package by express mail.  Did he send it by express mail?  Yes, he did. Where did they watch the movie?  They watched the movie at the mall.  Did they watch the movie at the mall?  Yes, they did.  These sunglasses are from the same store. Did they watch the movie at the mall?  Yes, they did.  These sunglasses are mine.  Are these sunglasses yours?  Yes, they are.  Sorry, I didn't know they were yours.  This pen is hers.  Is this pen hers?  Yes, it is.  Sorry, I didn't know this pen was hers.  This CD is his.  Is this CD his?  Yes, it is.  Sorry, I didn't know this CD was his.  This wallet is mine.  Is this wallet yours? Yes, it is. Sorry, I didn't know this wallet was yours.  This purse isn't mine. Isn't this purse yours? No, it isn't. I thought it was yours."
,,,,,Wizard-Lesson 2-02.wma," Conversation.  Lesson 2.  Where did she put the book?  She put the book on the nightstand.  No she didn't, she didn't put the book on the nightstand.  When did the boys play soccer? They played soccer in the rain.  No, they didn't. They didn't play soccer in the rain.  When did the housekeeper do the laundry?  She did the laundry yesterday.  No, she didn't. She didn't do the laundry yesterday.  Where did you put your school bag?  I put my school bag on the bed.  No, you didn't. You didn't put your school bag on the bed. Who paid for your dinner?  My parents paid for my dinner.  No, they didn't. Your parents didn't pay for your dinner.  Who is doing the dishes right now?  The housekeeper is doing the dishes right now.  No she isn't, she is not doing the dishes right now.  Who is putting his shoes on?  My son is putting his shoes on.  No, he isn't. He is not putting his shoes on.  Who is having a hard time accessing the internet?  I'm having a hard time accessing the Internet.  No, you are not. You are not having a hard time accessing the Internet.  Who ate French fries at the American restaurant?  My boys ate French fries at the American restaurant.  No, they didn't. They didn't eat French fries at the American restaurant.  Who is paying for your English course? My father is paying for my English course.  No, he isn't. Your father isn't paying for your English course."
,,,,,Wizard-Lesson 20-20.wma," Conversation, Lesson 20  He always goes jogging with his dog.  I didn't know that he always went jogging with his dog.  Yes he does. He goes jogging every morning.  She answers the telephone in Spanish and English. He goes jogging every morning.  She answers the telephone in Spanish and English.  I didn't know that she answered the telephone in Spanish and English.  Yes, she does. She speaks both languages.  American children love peanut butter.  I didn't know that they loved peanut butter.  Yes, they do. They love peanut butter and jelly sandwiches. Some kids take a peanut butter and jelly sandwich to school. I didn't  know that they loved it so much. Yes they do. They take it to school for lunch.  I sent the pictures by email.  I didn't know that you sent them by email.  Yes, I did. I sent them by email.  I don't know if they came. Did they come or they didn't come?  Unfortunately, they didn't come.  I don't know if they ran.  Did they run or they didn't run?  Unfortunately, they didn't run?  Unfortunately, they didn't run.  I don't know if she called us.  Did she call us or she didn't call us?  Unfortunately, she didn't cause.  I don't know if he saw it.  Did he see it or he didn't see it?  Unfortunately, he didn't see it.  I don't know if they went. Unfortunately, he didn't see it.  I don't know if they went.  Did they go or they didn't go?  Unfortunately, they didn't go. you"
,,,,,Wizard-Lesson 21-21.wma, Conversation  Lesson 21  I don't know if she can stop by the cybercafe today.  Can she or she can't stop by the cybercafe today?  I think she can.  I don't know if he can walk with us.  Can he or he can't walk with us?  I don't know if he can walk with us.  Can he or he can't walk with us?  I think he can.  I don't know if she can make a dressing for the salad.  Can she or she can't make a dressing for the salad?  I think she can.  I don't know if the maid can clean the house tomorrow morning.  Can she or she can't clean the house tomorrow morning?  I think she can't.  I don't know if they can call us tonight.  Can they or they can't call us tonight?  I think they can.  Could they go to the dance together?  Don't you think they could?  I think they could?  I think they could.  Could she drive them to work?  Don't you think she could?  I think she could.  Could they arrive a little early?  Don't you think they could?  I don't think they could.  Could the meeting start at 8 o'clock?  Don't you think it could start at 8?  I think it could.  Could they lock the house for us?  Don't you think they could?  I think they could.
,,,,,Wizard-Lesson 22-22.wma, Conversation lesson 22  She can help us.  When can she help us?  She can help us at any time.  He can access the internet.  Where can he access the internet? He can access it from the school computer.  They can pay for our lunch.  When can they pay for our lunch?  They can pay for it tomorrow.  The doctor can see her.  When can the doctor see her?  He can see her next week.  She can take our pictures.  When can she take our pictures?  She can take them right now.  We could use their car. She can take them right now.  We could use their car.  When could we use it?  I think we could use it today.  They could take the children to school.  How could they take them?  They could take them by car. They could live with us.  How could they live with us?  They could live with us in the summer.  It could take months.  How could it take months?  It could take months if it rains.  It could work.  How could it work?  It could work if we had the right person.
,,,,,Wizard-Lesson 23-23.wma," Conversation  Lesson 23  Should we go now or later?  I think we should go now.  I think we shouldn't go.  Should we watch the movie tonight?  I think we should.  I don't think we should.  Should he bring his wife to the cinema?  Should he bring his wife to the cinema?  Should he bring his wife to the cinema?  Should he bring his wife to the cinema?  Should he bring his wife to the cinema? Should he bring his wife to the cinema? Should I check my email now? I think you should.  I don't think you should.  Should they wait for us at the airport?  I don't think you should.  I think you should.  I don't think you should.  I think you should.  I think you should.  I don't think you should.  Should they wait for us at the airport?  I think they should.  I think they shouldn't.  Should the secretary take notes at the meeting?  In my opinion, she should.  I don't know why, but I think she shouldn't.  Should he arrive at the meeting early?  I think he should.  In my opinion, he must arrive at the meeting early.  Should they work overtime? I think they shouldn't.  In my opinion, they should.  He must work overtime if he wants to finish all his work.  I think he really should work overtime.  In my opinion, he should not work overtime.  Should the manager be fired?  I think he should not be fired.  In my opinion, he should be fired."
,,,,,Wizard-Lesson 24-24.wma," Conversation  Lesson 24  He should sleep on the couch.  Why should he sleep on the couch?  Because that is the best place we have for him.  You should see him tomorrow.  Why should I see him tomorrow?  Because tomorrow is the best day for him.  Why should I see him tomorrow?  Because tomorrow is the best day for him.  Why should I see him tomorrow?  Because tomorrow is the best day for him.  Why should I see him tomorrow.  Why should I see him tomorrow?  Because tomorrow is the best day for you to see him.  You should take pictures of him now.  Why should I take pictures of him now? Because this is the best time for you to take these pictures.  She should go to the supermarket today.  Why should she go to the supermarket today?  Because today is the best day of the week to go to the supermarket.  You should save some cake is delicious.  Life should be fun.  In your opinion, why should life be fun?  Because life is too short.  In my opinion, she should be fired.  Why should she be fired?  Because what she did is wrong.  You must stop at the red light.  Why must I stop at the red light?  Because that is the law. She mustn't drive yet.  Why mustn't she drive yet?  Because she doesn't have her driver's license yet.  They must pay their electricity bill online today?  Because today is the last day for the bill to be paid."
,,,,,Wizard-Lesson 25-25.wma," Conversation Lesson 25 She will talk to the store clerk. I'm sure she will talk to him.  If she won't talk to him, who will?  He will do a good job cleaning the attic.  I'm sure he will do a good job.  If he won't do a good job, who will?  They will arrive on time for the meeting.  I'm sure they will arrive on time.  If they won't arrive on time, who will?  Stephanie will cook a delicious meal.  I am sure she will.  If she won't cook a delicious meal, who will?  She will send us lots of emails from China.  I am sure she will send us emails. If she won't send us the emails, who will?  I will send you some emails too.  I am sure you will.  Because if you won't send me any emails, who will?  She will bring her laptop to the meeting. Because if you won't send me any emails, who will?  She will bring her laptop to the meeting.  I am sure she will bring it.  Because if she won't bring her laptop, who will?  He will finish first.  I am sure he will.  Because if he won't finish first, who will?  He will give us an answer by tomorrow.  I am sure he will give us an answer.  Because if he won't give us an answer, who will?"
,,,,,Wizard-Lesson 26-26.wma," Conversation  Conversation  Lesson 26  When will she put the papers in the printer?  I hope she will do it today.  I do too.  When will the doctor give him the new medicine?  We hope he will give it to him tonight.  We do too, because he really needs the medicine.  When will I see you again?  I hope we will see each other soon.  I do too, because I love you so much.  When will we go out for dinner again?  I hope we will go out again soon.  I do too, because we had a lot of fun.  When will they pay us?  I hope they will pay us this week.  I do too, because we really need the money.  When will they call us again?  I hope they will call us this morning.  I do too, because we have many questions. When will the plane take off? I hope it will take off soon. I do too because we are late for the meeting. When will it start? I hope it will start now.  I do too, because soon we will have to go.  When will the meeting finish?  I hope it will finish before 10.  I do too, because I need to take the bus at 10.  When will we meet again?  I hope we will meet again soon.  I do too, because we had a lot of fun."
,,,,,Wizard-Lesson 27-27.wma," Conversation Lesson 27  She would like to go to the party with us.  Why don't we take her?  I think we should take her with us.  He would like to take us to the airport.  I think we should go with him. That is a good idea. My dad would  like to drive you to school. Would you like to go with us? Yes, I would. I would love to go with you.  He would like to go on a date with you.  Why should I go on a date with him?  Because he's a very smart young man.  She would like to have your email.  Why should I give her my email? Because she wants to send some messages to you. They would like to have your cell number. Why should I give them  my cell number? I don't think you should give them your cell number.  He would love to go to a dance with you.  Why should I go with him to a dance?  He's the most handsome boy in class.  He would like to invite us for dinner. Do you think we should have dinner with him?  I think we should.  They would like to watch our kids for us.  Do you think we should leave our kids with them?  I think we should.  She would like to get engaged to him.  Do you think they should get engaged?  I think they should."
,,,,,Wizard-Lesson 28-28.wma, Conversation  Lesson 28  The manager would like to see him now.  Why does the manager want to see him?  I don't know why he wants to see him.  They would love to live in the basement.  Why would they love to live in the basement?  Why would they love to live in the basement?  Why would they love to live in the basement?  Why would they love to live in the basement?  Why would they love to live in the basement?  Why would they love to live in the basement.  Why would they love to live in the basement?  Because they don't have enough money for a large apartment.  He will be 15 years old this week.  How do you know he will be 15 this week? Because this week is his birthday.  They will invite you to the party. How do you know they will invite me? Because I saw your invitation. He would love to talk with you.  I don't know if I should talk to him.  Why shouldn't you?  I would like to buy a new digital camera.  Where do you think I should go to find a good camera?  You should shop on the internet. Where do you think I should go to find a good camera?  You should shop on the internet.  She would like to go on a date with you.  How do you know that?  Because she told me so.  They would like to take a walk with us.  Why don't we take them with us?  I think that is a good idea.  They would like to use our camera to take some pictures.  When will they need it?  I think it will be for the birthday party.  I would like to invite my friends to a soccer game.  When will the game be?  I think it will be this weekend.
,,,,,Wizard-Lesson 29-29.wma, Conversation  Conversation  Lesson 29  What are you going to do this weekend?  We're going to have spicy food for dinner at a Mexican restaurant.  Can I go with you?  I think it's going to snow.  I don't think it's going to snow today.  But it will snow tomorrow.  Where are you going to check your emails?  I am going to use my friend's computer at his house.  Do you think I can go with you? When is he going to travel?  He will travel next year.  Do you already know where he will go?  I'm going to see her tonight. Where will you meet her? I will meet her at the mall. She is not going to answer the phone. Why won't she answer the phone? She doesn't want to talk to anybody.  I think it's going to be a beautiful day outside.  I think it's going to be a beautiful day outside.  I think it's going to be a beautiful day outside.  I think it's going to be a beautiful day outside.  I think it's going to be a beautiful to anybody. I think it's going to be a beautiful day outside.  Where would you like to go? I would love to go for a walk in the park. They're going to use the car tonight. Where are they going?  They are going downtown.  He's going to leave in the morning.  Do you know when he will come back?  I really don't know.  I'm going to ask the doctor about his health.  What are you going to ask the doctor?  I will ask him if he can travel or not.
,,,,,Wizard-Lesson 3-03.wma," Conversation  Lesson 3  What did they do?  They waited for the rain to stop.  No, they didn't.  They didn't wait for the rain to stop.  Yes, they did.  They waited for the rain to stop.  What did you learn?  I learned how to swim.  I learned how to swim.  I learned how to swim.  I learned how to swim. for the rain to stop.  What did you learn?  I learned how to speak Spanish on the Internet.  No, you didn't. You didn't learn how to speak Spanish on the Internet.  Yes, I did. I learned how to speak Spanish on the internet. What did he do?  He sang Christmas songs at the party.  No, he didn't. He didn't sing Christmas songs at the party. Yes, he did. He sang Christmas songs at the party. What did she do? She waited  for her friends at school. No, she didn't. She didn't wait for her friends at school.  Yes, she did. She waited for her friends at school.  What did she learn in 1999?  She learned to play the violin at school in 1999.  No, she didn't. She didn't learn to play the violin at school in 1999. No, she didn't. She didn't learn to play the violin at school in 1999.  Yes, she did. She learned to play the violin at school in 1999.  Who is very old?  My grandfather is very old.  No he is not, your grandfather is not very old.  Yes he is, my grandfather is very old. How old is he? He is 21 years old. No, he's not. He isn't 21 years old.  How old is she? She's 18 years old.  No, she isn't.  She isn't 18 years old.  Yes, she is.  She is 18 years old.  How old are you?  I'm 35 years old.  How old are you?  I'm 31 years old.  How old are you?  I'm 31 years old.  How old are you?  I'm 35 years old.  No, you're not. You are not 35 years old.  Yes, I am. I am 35 years old.  How old are the children? They are four years old.  No they aren't, they are not four years old.  Yes they are, the children are four years old."
,,,,,Wizard-Lesson 30-30.wma," Conversation  Lesson 30  She is going to use the phone in the office.  Who will she call?  I think she will call her dentist.  They would like to look at the pictures on the website.  Should I show them these pictures on the website.  Should I show them these pictures?  No problem, you can show them.  He's going to wait for us.  Where should we meet him?  We should meet him in the restaurant.  The doctor is going to see him again.  Why is he going to see him again?  He wants to be sure that he is fine.  We're going to take a walk in the park.  Would you like to go with us? I would love to. He's going to invite her to the school dance. When will the dance be? It will be this weekend. She is going on a date with my cousin.  Where will they go?  I still don't know where they will go.  They're going to get engaged tonight.  Is anybody invited?  They didn't invite anybody. They are going to have a lot of fun.  What are they going to do?  They are going to dance all night long.  You will love our next book.  Why do you think so?  Because it is full of surprises. Why do you think so?  Because it is full of surprises!"
,,,,,Wizard-Lesson 4-04.wma," Conversation  Lesson 4  What did Sally play?  She played a song on her guitar.  Did she play a song on her guitar?  Yes, she did.  How long did they wait for?  They waited for one hour for the movie to start.  Did they wait for an hour for the movie to start?  Yes, they did.  When did your sister learn to speak Chinese?  She learned to speak Chinese in 2003?  Yes, she did.  How much did the boss pay for the bill at the restaurant?  He paid $100 for the bill at the restaurant.  How much did the boss pay for the bill at the restaurant? He paid $100 for the bill at the restaurant?  He paid a hundred dollars for the bill at the restaurant.  Did he pay a hundred dollars for the bill at the restaurant?  Yes, he did.  Where did the children sing?  They sang in the play. Did the children sing? They sang in the play.  Did the children sing in the play?  Yes, they did.  How old is your grandmother?  She is 87 years old.  Is your grandmother 87 years old?  Yes, she is.  How old is your brother?  He is 5 years old.  Is your brother 5 years old?  Yes, he is.  How old is the teacher?  She is 27 years old.  Is the teacher 27 years old?  Yes, she is.  How old are you?  I am 19 years old.  Are you 19 years old?  Yes, I am.  How old is your desktop computer?  My desktop computer is 4 years old.  Is your desktop computer 4 years old?  Yes, it is."
,,,,,Wizard-Lesson 5-05.wma," Conversation  Lesson 5  He took classes at the university.  I didn't know he took classes at the university.  Yes, he did. He took classes last semester.  He washed all last semester.  He washed all his shirts.  I didn't know he washed all his shirts.  Yes, he did. He washed them all yesterday.  She talked to the teacher. I didn't know she talked to the teacher.  I didn't know she talked to the teacher.  Yes, she did. She talked to the teacher after class.  He bought ice cream.  I didn't know he bought ice cream.  Yes, he did. He bought ice cream for dessert.  She used the laptop yesterday.  I didn't know she used the laptop.  Yes, she did. She used a laptop to do the homework.  He was working in the garden.  I didn't know he was working in the garden.  Yes, he was. He was working in the garden all afternoon.  I was writing emails to the foreign students.  I didn't know you were writing emails to the foreign students.  Yes I was. I was writing emails to them about the test.  He was washing his car yesterday.  I didn't know he was washing his car.  Yes he was. He was washing his car at his house.  I was using my reading glasses. I didn't know you were using your reading  glasses. Yes, I was. I was using my reading glasses to read the paper. She was eating ice cream. I didn't know she was eating ice cream.  Yes, she was. She was eating vanilla ice cream."
,,,,,Wizard-Lesson 6-06.wma," Conversation, lesson six.  I don't know if she took an art course in college.  Did she take an art course in college or she didn't?  I think she did.  I don't know if the gardener worked all day yesterday.  Did he work all day or he didn't?  I don't think he did.  I don't know if the housekeeper finished her work.  Did she finish her work or she didn't?  I don't think she did. Did she finish her work or she didn't?  I don't think she did.  I don't know if they sang songs at church.  Did they sing songs or they didn't?  I think they did.  I don't know if he waited for his aunt to arrive at the airport. Did he wait for his aunt or he didn't?  I think he did.  I saw the maid washing the kitchen floor.  When was she washing it?  She was washing it in the morning.  I saw Jane cooking Chinese food.  When was she cooking it?  She was cooking it for lunch.  I saw Tom studying for his foreign language test.  When was he studying?  He was studying in the evening.  I saw the secretary using the computer to send an email.  When was she using the computer?  She was using the computer after the meeting.  I saw Sally talking to the store manager.  When was she talking to the store manager?  She was talking to him before the meeting."
,,,,,Wizard-Lesson 7-07.wma, Conversation Lesson 7  They took a trip to Europe in 1998.  How did they travel?  They traveled by plane.  I traveled to Switzerland last summer.  How did you travel to Switzerland?  I traveled by train.  Jennifer brought many notebooks to class.  How many notebooks did she bring with her?  She brought six notebooks with her.  I thought that she was going to the party.  Why did you think so?  Because I heard them talking about it.  Your mother left a message for you.  Where is the message?  I saw it on the refrigerator.  I saw her doing her English lesson. Where was she doing her English lesson?  She was doing it in the library.  He is thinking about buying an apartment.  Who is thinking about buying an apartment?  Tom is. Who is thinking about buying an apartment?  Tom is.  She is traveling on a business trip.  Who is traveling?  Michelle is.  They are leaving tomorrow.  Who is leaving?  Bill and Sam are.  She is bringing a laptop to class.  Who is bringing a laptop?  Julie is.
,,,,,Wizard-Lesson 8-08.wma, Conversation. Lesson 8. They left the house at 6 o'clock.  Why did they leave so early?  Because they had to take a flight at 8 o'clock.  He stayed in the office until 10 o'clock last night.  Why did he stay at work so late?  Because they had a long meeting.  Do you know if there's somebody waiting outside?  Is there anybody waiting outside?  Nobody is waiting outside.  Do you know if it's raining there?  I don't think it's raining.  I think it's snowing.  Do you know if he talked to his friend about the website?  I don't know if he talked about it.  I don't think he talked about it.  I don't think he talked about it.  Do you know if she's learning to speak French?  I don't know if she's learning French.  I don't think she is. Do you know if they access their email every day?  I don't know if they do.  I don't think they do.  Do you know if he's broke?  I don't know if he's broke or not.  I think he is.  Do you know if she's married or single?  I don't know if she's married or single.  I think she's married.  Do you think she sings in the shower?  I don't know if she sings in the shower.  I think she does.
,,,,,Wizard-Lesson 9-09.wma," Conversation, Lesson 9  The boy saw an empty box of crackers.  Where did he see it?  He saw it in the kitchen.  Susan gave her grandmother a hug.  How is your grandmother? I think she's doing well. Dan went to bed after midnight.  Why did he go to bed so late? He had to study for a test. How old do you think she is?  I don't know how old she is.  I think she's 20 years old.  As you know, he was in a big hurry.  Why was he in a hurry?  Because he had to go to the airport.  As you know, he was very sick.  How is he doing now?  He's much better now.  I didn't see you yesterday.  Where were you yesterday?  I was home all day long. I didn't see them in the meeting.  Where were they? They stayed in the office.  I didn't see her at the cybercafe.  Where was she? She was at the mall.  I didn't see him in the parking lot. Where was he? She was at the mall.  I didn't see him in the parking lot.  Where was he?  He was inside the store."
